C: Phosphatase	C: Kinase	N: NumberPSM	T: Index	T: Gene	4Hr-AGB1.01	4Hr-AGB1.02	4Hr-AGB1.03	4Hr-AGB1.04	4Hr-AGB1.05	24Hr-AGB1.01	24Hr-AGB1.02	24Hr-AGB1.03	24Hr-AGB1.04	24Hr-AGB1.05	4Hr-Cis.01	4Hr-Cis.02	4Hr-Cis.03	24Hr-Cis.01	24Hr-Cis.02	24Hr-Cis.03
		13	Q9UBM7	DHCR7	15317738.73	15895334.05	16831961.8	13025180.23	17082313.02	12619050.28	13638673.51	12802302.79	13300710.7	13302554.7	14450338.98	14129430.68	15486416.36	14116704.5	12793431.99	14127472.06
		14	Q9UBN7	HDAC6	5887811.283	5847951.842	6021535.531	5730382.458	5813598.466	6382100.958	7043201.857	6989704.334	6556525.231	6766601.515	5455197.507	6195975.462	5562877.864	7529381.87	6701720.089	7009110.801
		20	Q9UBP0	SPAST	1951970.745	1791330.366	2021087.007	1846420.863	1979630.851	1911402.262	1877003.618	2145079.966	1977162.475	2002818.145	1843990.765	1883781.231	1905317.505	1926832.857	2050721.29	2082377.214
		11	Q9UBP6	METTL1	5506865.722	6308650.514	5410760.676	6087844.17	6761444.205	4105993.748	4178923.737	4084420.58	4453474.8	3834215.515	6037835.413	4792343.869	5308232.017	3364824.899	3582909.071	3163521.566
		17	Q9UBP9	GULP1	5443110.901	5884547.292	5847546.507	5960905.205	6125516.221	4523788.343	5025027.288	4771462.158	4741460.215	4718510.229	5553246.478	5773040.837	5798305.833	4590436.774	4508137.224	4991354.704
		10	Q9UBQ5	EIF3K	44912073.68	39476753.11	47862751.5	43478535.18	43887294.5	63264813.87	59479945.92	64125729.62	55604565.24	54230457.29	46890749.39	42044099.21	45230731.73	65618532.78	58211465.39	56989784.44
		2	Q9UBQ6	EXTL2	801976.2571	814751.1739	720880.2008	758347.7286	808730.7826	873834.1726	784709.9675	865515.4216	946209.4212	915119.1048	774121.2357	688931.0137	745629.8028	879485.3374	877840.9221	846411.6739
		24	Q9UBQ7	GRHPR	47683936.33	43578101.19	43935994.07	48648770.21	46149126.33	41016470.04	42758265.64	43025839.32	42755301.97	41298899.43	47256190.59	46566851.32	47588181.84	42392332.14	44669909.62	45491699.6
		13	Q9UBR2	CTSZ	30737574.7	32160800.93	29471149.56	27320868.31	28149383.69	17719075.54	18092645.02	17124992.26	18823088.11	18525382.57	29942679.61	28659299.27	30533719.33	19743849.96	18115232.67	19618344.93
		1	Q9UBR5	CKLF	139702.6634	139828.605	128205.6218	136401.5015	146729.5581	120945.704	109502.175	112830.6893	121180.6648	121829.1634	154602.0582	109350.4779	129968.2767	118046.8484	124492.56	123829.8842
		29	Q9UBS4	DNAJB11	20362339.62	21055590.49	22951736.91	22376793.76	23552877.64	19457189.52	20437281.92	21172671.8	19389872.75	20814708.23	20622272.71	22030516.76	22328763.11	21143340.58	20609411.88	20310184.37
		20	Q9UBS8	RNF14	3715435.774	3182656.442	2951465.403	4256098.178	3704635.059	4618842.752	4800988.335	4093490.169	4149770.153	4455945.016	3465422.923	3376272.691	3986800.545	4953785.602	4568217.783	4459034.712
		2	Q9UBS9	SUCO	14360.31724	14280.90711	8202.22725	10892.89644	9569.315394	14917.31226	15454.07838	15425.18316	16617.31878	12574.38308	11795.09976	8404.812967	12901.93649	15501.28291	13142.93623	12953.90995
		55	Q9UBT2	UBA2	43841687.68	42693112.24	45233867	46767403.58	46972075.31	51985285.91	53784979.77	51426192.24	48915894.9	48118889.09	42891843.83	43662760.22	45372033.99	49437415.91	52806053.91	51518955.19
		6	Q9UBT6	POLK	723984.8588	921867.5757	822296.9772	783622.8821	748944.87	720580.4574	642795.3647	641282.2723	699226.3366	671766.3479	804983.6749	789292.2183	800310.327	649063.4536	684029.9648	727808.8154
		2	Q9UBT7	CTNNAL1	481407.8028	414467.6571	420690.5834	471108.5534	412432.9296	142776.5974	135553.2333	129124.2103	160087.3738	149791.891	434380.5559	376450.3304	428845.9588	154312.9914	170936.386	163190.7773
		5	Q9UBU6	FAM8A1	306005.9119	412318.5948	468178.7732	315591.7574	325929.4071	268823.5493	292951.0306	301207.8826	374005.5102	357231.5558	387597.5699	358496.6222	389996.0537	258284.2239	407234.4258	424999.0232
		15	Q9UBU8	MORF4L1	5818032.803	5721650.72	5549013.953	5991143.671	5374503.302	5841064.965	5966278.946	6009860.196	5747487.529	5473377.757	5567120.963	6232588.358	5431051.075	5983258.651	5577936.191	5514122.93
		24	Q9UBU9	NXF1	10154388.31	11741391.01	10565809.74	11135013.72	10671058.84	11787055.25	13103056.07	12546659.78	12476414.04	12384222.83	10080752.5	9015649.509	10202362.99	12092422.87	12087394.82	12731508.22
		27	Q9UBV2	SEL1L	7218661.882	7093174.454	7767398.212	7467531.565	7468566.856	5973313.456	6113215.523	5905795.621	5758653.155	6063838.922	7553427.445	7795985.626	7728194.644	5821259.9	6020283.518	6827850.314
		5	Q9UBV7	B4GALT7	1193775.401	1473484.037	1531272.912	1326322.331	1220550.029	412461.5183	545341.3405	448329.5292	679305.0247	685596.396	1372238.673	948113.3351	1396321.765	551767.1342	451729.6234	506358.6249
		6	Q9UBV8	PEF1	4293432.263	4667116.34	5564034.752	5444242.882	4841088.374	4645814.113	4897112.811	4781725.89	4698275.882	4342817.812	5751074.117	5205480.828	6381658.6	5162720.268	4410772.745	4400695.136
		28	Q9UBW7	ZMYM2	736844.1595	791593.368	803088.8032	760137.0346	816900.024	950086.9326	944440.2488	1036651.829	1026356.144	1026783.082	835048.2298	878145.2113	834643.1601	935384.502	911700.2212	1037730.218
		13	Q9UBW8	COPS7A	4158120.106	3966403.448	4776756.814	4629419.919	4659681.771	5983258.651	6363548.288	5994466.788	5958839.671	6255960.618	4834046.767	4879493.599	4779737.64	6090376.559	6054599.076	5879247.166
		1	Q9UBX1	CTSF	39566.72402	49344.44293	55546.17699	52360.81744	47574.47119	73019.7951	66322.00493	88500.62357	81487.99989	76067.89173	52064.05284	54305.09725	54218.59095	72752.03587	75804.71682	82814.74275
		16	Q9UBX3	SLC25A10	18760565.76	15371983.53	15956047.64	15200337.28	15810722.94	18215963.88	17400193.33	17479977.6	15638512.96	18454892.52	16659017.71	16329757.15	18086375.68	17272816.36	18388494.08	16961965.28
		1	Q9UBY0	SLC9A2	13415.37721	11759.1813	13841.37839	12800.3887	16186.46134	5028.805361	8054.057183	3447.894702	5660.445939	5571.692798	18390.84311	13568.74812	14837.90718	5934.455706	6153.109707	7971.303812
		2	Q9UBY8	CLN8	734243.9767	734804.0232	725441.6238	724938.9603	626997.4283	226146.7912	286167.4387	286048.4497	279327.8699	255293.9813	724185.6179	687356.9637	751909.7587	279231.079	260441.5312	317302.6402
		1	Q9UBZ4	APEX2	109669.2848	97121.29245	102609.1599	113812.5401	89190.34969	93184.34619	102084.1953	95963.62263	88017.33074	100567.1776	131855.6622	123769.8161	91152.8409	86050.74129	68044.92761	95333.78792
		35	Q9UDT6	CLIP2	4399170.236	4695671.327	4662912.736	4769808.781	4756602.38	3210351.866	3619352.017	3461821.723	3727818.011	3771743.141	4862611.834	4708055.837	4700230.246	3840865.464	3713890.889	3840333.044
		6	Q9UDW1	UQCR10	18052558.73	16158612.65	17694528.7	22010674.19	18838751.23	22728513.57	20220285.06	21159467.72	19622424.87	20589422.08	20701041.24	22463820.86	19054124.7	20894211.79	22769511.43	21586110.82
		4	Q9UDW3	ZMAT5	520305.7048	411690.3195	455407.9654	466332.6768	448360.6061	329564.1982	286326.1676	314260.1901	343154.7977	374316.7287	451416.6168	432877.7134	423176.5036	278979.5796	286028.6231	346813.3721
		4	Q9UDX3	SEC14L4	754415.6088	830660.8301	952988.9761	879851.1811	918550.8092	696420.9125	660134.2837	653804.5991	755357.4541	854902.2824	635309.4706	828590.6413	735721.3846	785308.5071	796767.9	779883.985
		6	Q9UDX5	MTFP1	2677026.519	2523159.539	2884920.235	2885520.2	2949420.312	4201869.717	4555885.315	4518460.875	3756610.217	4829692.812	3097773.002	2566551.893	2777393.189	4769478.175	4521280.517	4739817.235
		2	Q9UDY2	TJP2	1265433.269	1335732.791	1269034.623	1199166.039	1220719.245	932019.1032	936357.5465	917341.8927	1045890.221	830488.117	1147688.742	1118086.209	1125316.974	961948.4115	833602.4545	933700.2864
		15	Q9UDY4	DNAJB4	2381930.685	2581539.067	2646583.975	2506599.374	2241137.913	3342277.29	3261490.51	3363658.941	3198579.698	3169887.041	2496023.35	2474661.9	2503126.897	3262168.788	3288048.161	3247279.196
		10	Q9UDY8	MALT1	1954272.206	2160000.177	1979356.435	1863650.631	2012419.997	2028666.101	2006569.923	2173517.077	2164946.586	2188786.794	2028525.489	2133070.177	1741984.07	1867659.467	2059981.571	1911137.303
		8	Q9UEE9	CFDP1	8317969.706	7861101.245	7781409.104	8323737.282	8707336.213	8399080.704	9058872.075	8209710.965	8715185.855	8608318.341	8684431.622	8448126.461	8446369.905	8848490.928	8990687.442	8136630.241
		5	Q9UEG4	ZNF629	573009.6858	451479.2008	437401.9116	457369.2983	419874.8938	305793.8783	283050.5105	244131.6809	279424.6944	262343.951	439895.0983	474582.7049	373357.9693	234820.6893	282932.8176	307920.8429
		5	Q9UER7	DAXX	1531060.647	1461380.063	1351565.501	1325587.066	1224532.811	705751.1261	915119.1048	752691.9414	918359.8218	828648.0768	1291216.957	1154950.828	1140788.569	754520.2003	843249.4812	797817.9184
		5	Q9UET6	FTSJ1	3278717.111	2845202.686	3226860.993	3537748.355	3498972.754	3852597.399	3633176.442	3847793.646	3758433.378	3338804.061	3032549.996	3261716.587	3055125.046	3301522.392	3724202.269	3223731.147
		13	Q9UEU0	VTI1B	4726693.873	4466458.727	4369994.399	4474205.22	4706750.668	2900157.86	2892128.052	2672021.156	2945334.38	2856466.144	4788359.367	3970804.77	4907646.826	3274855.909	3156293.641	3309082.89
		12	Q9UEY8	ADD3	4198667.173	4272058.582	4266140.355	4941782.209	4764191.586	4864297.379	5307496.191	5147712.32	5170240.643	5323707.954	4345226.649	4568217.783	4705772.028	4905606.218	5264262.502	5239145.144
		6	Q9UF56	FBXL17	748737.2472	773852.9922	699808.1787	837598.8872	787652.6365	700293.4169	735721.3846	662288.3706	698160.8823	707122.1864	767336.5767	729222.7272	819736.0955	673864.9674	699323.2767	711892.5609
		1	Q9UF83		44880.4649	67729.65375	52579.03341	58323.91728	51311.69276	37184.14554	38792.7653	27314.89014	45472.28874	33232.33398	42283.28957	64009.57015	47805.86488	45440.78067	54701.77398	50570.20478
		18	Q9UFC0	LRWD1	4165909.304	4239021.932	4153799.069	3980173.803	4378180.49	6376794.683	6189107.715	6716135.934	6109403.09	6617248.372	4299984.414	4105424.576	4043014.648	5873137.567	5849168.016	6036580.011
		7	Q9UFF9	CNOT8	1673572.941	1608294.303	1459052.131	1429025.272	1749607.646	1795432.519	1648817.167	1780807.323	1793566.741	1835319.749	1632894.328	1562689.805	1633573.571	1902018.7	1776738.585	1648245.829
		1	Q9UFG5	C19orf25	158332.7311	168489.5978	142855.7915	178306.5284	165652.4482	90010.14527	143321.9448	113363.7608	97161.69246	97627.50222	253952.6495	198585.3953	200730.4557	130013.328	98565.83198	150551.755
		5	Q9UFN0	NIPSNAP3A	4719491.518	4389727.64	4563470.58	4126250.564	4316109.393	4578996.4	4358499.157	4724728.505	4392466.949	4322995.788	4715567.587	3697195.752	3988182.504	4111974.822	4297600.658	4466149.147
		13	Q9UFW8	CGGBP1	4297898.555	5365569.962	4821665.04	3759475.581	4165043.117	7171780.982	7118786.977	7561284.985	8116351.975	7619685.386	4579631.227	4427006.313	4296111.481	7137562.288	6993096.583	6477923.499
		12	Q9UG01	IFT172	1032850.489	987896.2427	1021175.925	1073060.509	1033638.298	836728.4708	819338.4535	831986.1577	912458.8676	747130.1206	964418.6336	979713.2321	935190.0145	871535.5575	893309.1415	866656.0387
		5	Q9UG56	PISD	696372.6419	686833.08	795719.2635	666248.1055	749360.2884	877232.66	862401.4033	882049.4416	853303.8312	886339.5717	726447.9969	735262.5608	798149.7905	872563.1369	890403.6617	859656.0353
		49	Q9UG63	ABCF2	14802115.06	15257338.67	15157200.71	15663464.36	16455881.79	13197853.75	13420173.62	12564065.21	11989764.61	12826284.7	14259301.73	14830871.08	14976529.37	12828952.13	13137614.48	12809403.86
		7	Q9UGC7	MTRF1L	1740897.702	1544169.83	1821379.347	1684863.167	1786618.283	1443060.145	1479009.614	1277772.885	1442660.099	1337214.988	1579898.012	1558147.09	1734393.711	1605509.755	1573341.046	1556743.689
		8	Q9UGH3	SLC23A2	8483922.433	6880585.954	9720506.105	8839295.749	7633958.96	12804077.69	14383385.94	13555734.97	13676540.42	15069205.3	8218820.876	10568739.61	11130383.76	15248880.55	11878093.84	13449973.55
		40	Q9UGI8	TES	16028099.11	17775662.57	18106445.24	15890927.54	16974903.06	11014494.88	12301236.46	11088800.66	11978965.61	12439283.04	16994917.23	15988153.57	17865834.91	11850133.69	11402920.21	12284195.14
		5	Q9UGJ0	PRKAG2	665186.7933	742380.8652	716595.7691	651497.4471	666109.5775	912964.9825	848761.6817	850174.817	817353.1352	829395.1009	646997.2255	649603.554	674799.7904	777293.5397	820475.0855	803979.9513
		2	Q9UGJ1	TUBGCP4	131983.6779	147739.902	192860.7449	146566.92	189968.4092	374212.9604	406811.2357	350170.9796	371422.0655	385480.9393	187469.9714	164804.9443	166192.9894	415791.2867	384200.5344	396950.6134
		4	Q9UGK8	SERGEF	384760.1874	467335.7894	437220.0391	485462.3883	433177.8653	536679.0329	603920.8682	572017.5955	556838.7171	558617.0181	444646.7145	463111.4817	533045.8107	640615.8643	586796.1989	535786.9809
		2	Q9UGL1	KDM5B	176364.4184	180532.6185	193195.2369	189889.42	173659.2822	120753.0413	129321.2651	122498.113	135327.9207	119074.0902	188787.0134	205317.9165	172471.6843	132432.7121	113678.5081	164656.5069
		1	Q9UGM3	DMBT1	39558.49721	30004.6816	31706.69757	41886.56624	34090.92205	37295.13943	35280.90627	33387.02673	33605.27292	41686.71301	34727.71819	22079.19573	29216.58627	32654.63133	38827.73688	29020.80665
		7	Q9UGM6	WARS2	1343532.696	1285679.843	1355318.036	1273087.368	1401752.294	1284521.85	1038737.727	1221057.747	1344930.321	1305073.836	1434284.709	1719669.629	1455516.739	1291306.461	1235788.138	1166293.936
		10	Q9UGN5	PARP2	3318960.434	3090481.075	3172524.775	3052373.339	3063395.059	2342146.682	2591938.398	2277311.165	2497927.199	2551651.728	3061060.227	2928438.163	2871354.446	2432485.88	2304624.059	2348323.933
		21	Q9UGP4	LIMD1	2354680.684	2371058.783	2393515.968	2429958.088	2264404.084	2902369.964	2711575.669	2939623.583	2895337.304	2859041.241	2332749.561	2702194.33	2325484.672	2804476.377	2945130.232	2913455.814
		2	Q9UGP5	POLL	328856.8053	364560.8212	350559.5471	372556.5753	330845.9285	400432.6261	463239.9013	441514.1042	438798.7833	450760.0087	352020.5192	397225.8539	323588.318	438616.33	486675.2897	419496.7186
		27	Q9UGP8	SEC63	7987983.931	8093318.831	8307022.319	8459259.801	9021275.519	9060756.01	9069552.89	9116824.67	8732722.103	9396551.764	8269679.576	8248497.961	8656185.587	9803734.611	9514523.661	9326471.912
		1	Q9UGQ2	CACFD1	210374.4538	182545.9328	166123.8861	225083.3788	203292.8571	287260.4797	369573.0421	339911.5832	357652.7478	307899.5002	196395.1804	173851.9833	204324.1206	413090.9705	288018.1095	346549.0409
		18	Q9UGR2	ZC3H7B	2288228.984	2350115.123	2673317.944	2527360.443	2345233.274	2448895.871	2224886.022	2461318.624	2377971.51	2539829.111	2554306.113	2491874.534	2498273.509	2465245.683	2435860.36	2268803.134
		25	Q9UGT4	SUSD2	15839242.44	14779560.16	13978439.72	13550098.47	13980377.68	14539758.79	15198230.21	15137252.13	13744965.98	13852086.83	13923320.72	14479415.2	13148546.59	13011644.72	12971122.52	14364455.79
		9	Q9UGU0	TCF20	804983.6749	927315.0217	732211.0397	848761.6817	902395.2824	889478.3716	878936.857	847644.6155	851649.3349	844243.71	816220.8282	898837.0077	783351.3462	826239.2096	897591.8183	906030.4426
		4	Q9UGU5	HMGXB4	1195845.849	1229977.079	1133222.719	1302182.297	1155911.889	1724563.715	1690946.987	1563664.966	1551035.203	1498824.464	1058434.088	1167507.187	1073953.427	1371477.953	1621165.558	1469506.185
		17	Q9UGV2	NDRG3	7482557.347	7794904.948	7578075.065	7519993.582	8053586.665	8914361.275	8701302.839	8787369.936	8365961.917	8324891.277	8097807.965	7942160.03	8249641.525	8879210.663	8320276.256	8666391.617
		7	Q9UGY1	NOL12	1608628.773	1441760.402	1428332.073	1556851.598	1354848.4	1272822.665	1187914.853	1156953.941	1173836.465	1026071.617	1475119.089	1357386.369	1336844.285	1176361.465	1028207.493	1292918.584
		8	Q9UH17	APOBEC3B	7076477.65	7399005.805	8389189.474	8743624.413	9281972.548	11502945.53	10907370.43	10917960.15	9540278.822	9529043.653	9668093.535	9269756.425	8652586.33	9914440.99	9118720.657	9852784.007
		1	Q9UH36	SRRD	72470.18717	57612.72994	75962.5123	77725.47997	62134.20185	108181.9288	106596.4598	107196.6281	111772.0544	108054.5277	77092.34541	59088.9196	90957.18594	85243.36946	96263.41605	115289.3722
		9	Q9UH62	ARMCX3	2758017.155	2719858.185	3085771.919	3136230.142	2901364.253	2320493.137	2435016.302	2362855.543	2467981.244	2241448.622	2809535.113	2920532.482	2955969.596	2579571.492	2678882.736	2562285.847
		34	Q9UH65	SWAP70	5012503.819	5179566.762	5525984.175	5295002.74	5151995.848	5810375.616	5888219.409	5767841.143	5531732.644	5555171.42	5006947.856	5381213.066	5252598.934	5600794.25	5605454.798	5423903.199
		5	Q9UH92	MLX	823837.3448	889725.0215	881682.6838	905842.0584	972676.138	1011664.854	978627.2976	1083599.348	1098345.108	1119559.676	999675.2652	933312.0521	986185.8313	1135502.932	1154950.828	1175953.84
		17	Q9UH99	SUN2	3541183.073	3119752.177	3316200.948	3852063.353	3455588.506	3837140.073	3591362.872	3856337.798	3493641.154	3473599.518	3349466.751	3481795.405	3121915.374	3558900.086	3606080.069	3480588.916
		5	Q9UHA3	RSL24D1	2515824.753	2284425.558	2240050.77	2471747.599	2536838.066	3665046.317	3730144.271	3674457.922	3654645.396	3514041.99	2416353.335	2584403.673	2396338.03	3166812.455	2992666.325	3619853.801
		3	Q9UHA4	LAMTOR3	7751800.439	4556516.939	4910709.331	6886311.445	6144226.629	4868682.531	4766173.37	3881815.181	4656130.295	3771743.141	6423374.584	6097134.75	6642063.11	4561573.081	5720461.06	5479071.501
		2	Q9UHB4	NDOR1	233992.0518	126747.6963	159356.6833	188407.9087	156629.8872	122353.8523	107263.5217	131117.434	106847.972	122855.2513	130247.8471	160465.0966	129160.0161	121441.3325	120719.5661	141172.5433
		26	Q9UHB6	LIMA1	3202129.004	3515503.743	3592856.789	3132319.617	3500185.616	2265660.084	2337605.424	2579571.492	2665361.894	2644933.465	3440531.448	3587879.482	3531133.66	2459783.653	2553598.007	2546351.23
		18	Q9UHB7	AFF4	2155812.088	2648969.863	2275575.464	2134401.271	2193190.958	1854630.043	1939697.167	1785380.323	1971688.209	1882345.468	2256882.69	2413173.142	2511468.936	1994920.744	1851804.029	1897409.967
		37	Q9UHB9	SRP68	24278904.66	23098566.74	24964938.21	21748310.58	22872329.93	24658812.68	24126244.05	26317151.35	24645142.72	23971220	22420265.08	21793581.97	22846977.76	25748766.76	25750551.59	25576224.91
		1	Q9UHC1	MLH3	57044.49312	70093.83795	60426.76133	68409.07016	67565.53974	54173.51194	97973.23111	67908.28606	82385.33883	72344.71465	96885.9603	76041.53318	65264.00942	83889.34724	84023.19353	76141.7443
		6	Q9UHC7	MKRN1	770267.4844	895975.6506	884866.3244	805039.474	991188.5525	585374.3478	633418.7289	661737.7237	656984.5873	662655.7231	877780.0769	809459.8513	964017.6265	639950.1488	605345.8072	687928.929
		23	Q9UHD1	CHORDC1	51586849.3	57677288.22	57509621.23	56615745.37	55844040.76	69876305.68	67674078.41	68904745.04	62199515.21	59163333.25	56127326.28	62173652.53	56251958.85	59368733.46	65115605.37	59777532.05
		63	Q9UHD8	SEPTIN9	46994871.83	48032248.16	44930755.97	46920010.49	46851762.98	34667969.39	37230973.4	35499613.95	36055099.81	36442030.23	47321747.01	46181125.55	44993086.42	35568578.93	38021180.75	36035112.16
		20	Q9UHD9	UBQLN2	11788689.39	11993920.67	11834537.58	10500829.79	11803406.91	16532482.06	16112756.62	15005624.23	14440326.23	15819492.7	13075837.34	12697137.94	13217078.65	15910766.46	15745104.53	16471858.43
		7	Q9UHE8	STEAP1	3624875.464	3924833.439	5206563.389	4858905.691	4654194.268	3942556.501	4364242.994	4143159.7	4019821.474	4127966.98	4591073.188	4334096.965	4838404.648	4777087.925	4051711.442	4484762.016
		7	Q9UHG0	DCDC2	847762.1322	824694.3511	762089.0179	878693.1977	1009143.563	708054.0655	644356.6891	619309.0488	717938.1319	663207.1339	830142.7985	831063.967	958686.7716	651903.9991	712386.1783	694396.4275
		22	Q9UHG3	PCYOX1	12679548.16	12973820.07	14057142.29	12953153.18	13938770.74	14259301.73	14964077.43	14885455.16	14582148.88	15560660.89	14238560.86	13326549.95	14039614.63	15861215.52	14780584.64	14441327.2
		26	Q9UHI6	DDX20	5995297.855	6298164.462	5822066.954	5449528.572	5517563.892	6046211.435	5967106.105	5581416.974	6030724.919	5845115.086	5441601.96	5684492.014	5327768.627	5725221.185	5978698.383	5834995.044
